Player,Team,Position,Age,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Height,Weight,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,xA per 90,Crosses per 90,"Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",conference_season,conference_type,Season
M. Johnston,Iowa Hawkeyes,"RWB , RB",20,13,711,0,0.55,0,0.14,25.06,56.06,United States,United States,168,0,15.82,12.91,63.73,2.15,47.06,1.01,0.83,0,6.58,5.38,1.52,1,0.13,0,0,3.67,0,0,0,0.07,0,0,6,0.76,33.33,0,0,0.02,3.16,32,4.18,51.52,7.85,48.39,1.77,1.65,1.65,35.95,59.86,17.47,54.35,4.81,84.21,8.61,60.29,5.82,30.43,19.28,32.83,0.76,0.13,0,0.25,100,0.25,5.32,45.24,3.42,37.04,0.51,50,0.38,1.01,10.13,58.75,Big10 2022,Power 5,2022
S. Harper,Minnesota Golden Gophers,"CF , RW , RWF",21,14,686,2,1.55,1,0.17,27.42,37.32,United States,United States,0,0,7.61,8.13,54.84,2.76,28.57,0.66,0.52,0,2.49,1.98,1.57,0,0,0,0,2.23,0.26,2,0.26,0.2,0,0,12,1.57,50,16.667,0.13,0.02,1.18,0,4.33,33.33,12.46,28.42,2.23,0.66,1.05,20.86,69.81,4.59,48.57,7.35,89.29,3.94,66.67,0.13,100,14.59,2.4,0.39,0,0,0,0,0.26,1.71,53.85,1.18,33.33,0,0,0.66,0.13,1.71,53.85,Big10 2022,Power 5,2022
A. Kuryla,Rutgers Scarlet Knights,"LB , LCB , RCB",,15,684,0,0,1,0,15.92,52.89,United States,United States,168,0,8.68,8.68,63.64,1.71,46.15,0,0,0.39,3.16,3.01,0.79,1,0.13,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0.13,0,0.66,40,1.18,55.56,3.95,36.67,0,1.18,0.66,47.37,81.67,19.21,68.49,5.39,100,17.76,89.63,4.34,45.45,18.39,26.24,0,0,0,0,0,0.13,5.92,68.89,0.79,50,0.39,33.33,0.39,0.13,8.82,58.21,Big10 2022,Power 5,2022
P. Linnehan,Penn State Nittany Lion,"RAMF , CF , RW",21,13,684,2,3.92,3,2.03,20.66,41.4,United States,United States,168,0,7.37,5.13,53.85,0.66,40,0,0,0,4.61,5.59,0.53,0,0,0,0,7.5,0.26,2,0.26,0.52,0,0,31,4.08,51.61,6.452,0.39,0.27,3.95,33.33,7.11,51.85,11.97,39.56,6.45,3.03,0.53,31.58,54.17,7.89,33.33,6.84,82.69,7.89,53.33,2.11,12.5,17.16,23.58,1.71,0,0,1.05,37.5,1.18,2.24,23.53,4.34,36.36,1.32,20,1.18,1.18,3.68,60.71,Big10 2022,Power 5,2022
J. Jennings,Penn State Nittany Lion,LCB,,14,683,1,0.58,0,0.08,11.99,57.14,United States,United States,173,0,9.75,5.67,69.77,2.77,52.38,0.13,0.17,0.13,5.67,7.29,0.66,0,0,0,0,0.53,0.13,1,0.13,0.08,0,0,2,0.26,50,50,0,0.01,0,0,0.66,60,1.84,28.57,0.4,1.45,0.13,62.46,80.17,26.09,66.16,2.5,89.47,30.18,91.7,10.94,38.55,20.69,28.64,0.13,0,0,0,0,0.13,7.64,56.9,0.13,0,0.13,0,0,0,11.46,63.22,Big10 2022,Power 5,2022
G. Romano,Rutgers Scarlet Knights,"LB , LW , RW",,16,683,0,1,1,0.42,28.86,47.03,United States,United States,165,0,13.57,10.81,68.29,1.71,23.08,0.4,0.38,0,5.8,5.57,1.19,1,0.13,0,0,3.56,0,0,0,0.13,0,0,10,1.32,60,0,0.13,0.06,0.66,80,5.01,42.11,13.05,27.27,1.05,3.03,0.66,42.56,82.66,14.76,70.54,10.54,95,10.54,88.75,2.77,47.62,16.02,24.75,0.66,0,0,0.53,25,0.4,5.53,78.57,1.32,70,0.53,50,0.66,0.4,6.59,64,Big10 2022,Power 5,2022
O. Sensky,Ohio State Buckeyes,RCB,22,9,680,1,0.04,0,0.09,11.78,39.33,United States,United States,178,0,7.15,6.22,38.3,1.46,45.45,0,0,0.66,4.76,6.21,0.66,1,0.13,0,0,0.53,0.13,1,0.13,0.01,0,0,1,0.13,100,100,0,0.01,0.13,0,0.93,42.86,2.38,27.78,0.53,0.79,0.13,57.57,84.6,23.29,73.86,2.78,90.48,25.94,92.86,7.54,45.61,19.99,37.46,0.13,0.13,0,0,0,0,5.82,56.82,0.79,33.33,0.66,20,0.66,0,10.32,61.54,Big10 2022,Power 5,2022
E. Overberg,Minnesota Golden Gophers,"LCB , RB",,10,680,0,0,0,0.03,12.71,61.46,United States,United States,0,0,8.34,5.16,71.79,1.72,53.85,0.13,0.17,0.4,4.5,5.9,0.53,1,0.13,0,0,0.66,0,0,0,0,0,0,1,0.13,0,0,0,0,0.53,25,1.06,50,3.57,33.33,0.13,0.93,0.53,31.9,77.18,17.6,72.18,1.85,100,9.66,84.93,6.09,56.52,19.46,26.07,0.4,0,0,0,0,0,4.24,65.63,0.26,50,0.26,100,0,0.13,8.21,61.29,Big10 2022,Power 5,2022
D. Andringa,Wisconsin Badgers,"LCMF , RCMF",,16,671,0,0.66,1,1.28,18.51,50,United States,United States,168,0,9.25,7.24,66.67,5.9,40.91,0.27,0.28,0.27,4.16,4.33,1.07,2,0.27,0,0,0.67,0,0,0,0.09,0,0,4,0.54,25,0,0.13,0.17,0.67,40,0.67,40,2.82,28.57,1.07,0.27,0.67,40.24,78.33,11.8,57.95,7.65,94.74,15.42,90.43,3.08,52.17,17.8,23.3,0.8,0,0.13,0.13,0,0.27,6.17,60.87,1.34,50,0,0,0.4,0.4,6.57,63.27,Big10 2022,Power 5,2022
A. Bennett,Indiana Hoosiers,"RAMF , RW , LW",,16,657,2,0.77,0,0.77,21.37,42.31,United States,United States,175,0,7.95,8.77,51.56,1.78,15.38,0,0,0,3.42,2.65,0.96,0,0,0,0,3.29,0.27,2,0.27,0.11,0,0,9,1.23,44.44,22.222,0,0.1,2.05,13.33,4.52,51.52,7.53,45.45,0.82,0.68,0.68,20.82,50,8.08,42.37,2.74,65,5.07,43.24,1.92,14.29,16.22,19.81,0.96,0,0,0.14,100,0.27,3.56,38.46,2.05,20,0.41,33.33,0.27,0.55,4.38,46.88,Big10 2022,Power 5,2022
S. Kile,Purdue Boilermakers,GK,,7,633,0,0,0,0,0.57,75,United States,United States,178,0,2.7,0.14,100,0.28,50,0,0,0,2.56,2.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,100,0,0,0,15.78,73.87,6.54,50,0,0,7.82,89.09,7.54,47.17,29.3,31.82,0,0,0,0,0,0,0.57,25,0.14,100,0,0,0,0,4.55,28.13,Big10 2022,Power 5,2022
K. Robinson,Ohio State Buckeyes,GK,,12,614,0,0,0,0,0.88,83.33,United States,United States,0,0,3.08,0,0,0.59,100,0,0,0,3.08,4.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.56,92.55,11.29,85.71,0,0,14.36,96.94,4.4,60,24.62,37.21,0,0,0,0,0,0,0.44,33.33,0,0,0,0,0,0,3.52,54.17,Big10 2022,Power 5,2022
O. Hicks,Maryland College Park Terrapins,"RB , LB",21,15,611,0,0,0,0.07,14.44,58.16,United States,United States,163,0,8.99,7.66,63.46,1.91,53.85,0,0,0.15,4.12,4.38,0.44,0,0,0,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0.01,1.62,27.27,1.33,55.56,4.42,53.33,0.15,0.29,0.44,31.23,63.21,17.82,56.2,2.95,85,6.78,65.22,5.3,38.89,18.31,26.93,0.29,0,0,0,0,0.29,5.3,50,2.36,31.25,0.44,0,0.44,0.44,9.13,64.52,Big10 2022,Power 5,2022
S. Vinas,Maryland College Park Terrapins,"CF , AMF , LDMF",,17,606,1,0.32,1,0.52,25.69,39.88,United States,United States,163,0,8.32,8.17,67.27,3.27,22.73,0.15,0.16,0.15,2.67,2.86,1.19,1,0.15,0,0,1.04,0.15,1,0.15,0.05,1,0.15,4,0.59,75,25,0.15,0.08,0.59,25,1.34,33.33,9.5,31.25,1.19,0.74,1.78,24.95,78.57,7.43,68,3.86,84.62,8.02,81.48,2.97,40,15.36,14.91,0.59,0.15,0,0.15,0,0.3,3.56,58.33,1.04,28.57,0.45,0,0.45,0.15,4.31,58.62,Big10 2022,Power 5,2022
R. Philbin,Wisconsin Badgers,"RWB , LWB , RB",,18,606,1,0.65,1,0.92,33.56,48.23,United States,United States,173,0,11.44,10.84,64.38,1.93,53.85,0.15,0.13,0,4.31,3.87,0.89,0,0,0,0,6.24,0.15,1,0.15,0.1,1,0.15,7,1.04,42.86,14.286,0.15,0.14,3.86,23.08,9.65,50.77,16.93,41.23,1.34,5.94,0.45,34.46,68.53,13.66,60.87,6.68,91.11,7.57,76.47,1.19,37.5,18.03,9.52,1.49,0,0,0.15,0,1.04,5.05,70.59,2.08,50,0.15,0,0.45,0.89,8.02,64.81,Big10 2022,Power 5,2022
K. Fisher,Maryland College Park Terrapins,"CF , RW , RAMF",22,15,599,1,0.7,0,0.21,27.05,32.22,United States,United States,165,0,7.06,7.51,52,1.8,8.33,0.15,0.14,0,3.01,2.71,1.5,1,0.15,0,0,2.25,0.15,1,0.15,0.11,0,0,5,0.75,20,20,0,0.03,2.4,18.75,5.26,31.43,13.82,25,2.85,2.1,1.05,28.1,71.66,6.76,51.11,6.46,88.37,6.31,69.05,0.75,60,15.3,4.43,0.6,0,0,0.15,0,0.3,2.1,57.14,1.65,27.27,0.15,0,0.45,0.3,2.7,66.67,Big10 2022,Power 5,2022
S. Garrison,Illinois Fighting Illini,"RB , LB , RWB",21,14,592,0,0.2,0,0.01,16.11,57.55,United States,United States,170,0,10.79,7.6,76,1.37,22.22,0,0,0,5.02,4.74,0.15,0,0,0,0,1.37,0,0,0,0.03,0,0,4,0.61,25,0,0,0,0.91,50,1.37,55.56,4.86,31.25,0.46,1.37,0,34.21,68,16.88,57.66,2.58,70.59,10.49,81.16,3.95,23.08,18.61,31.69,0.15,0,0,0.15,0,0,5.78,42.11,1.82,25,0.3,0,0,0.61,9.27,55.74,Big10 2022,Power 5,2022
I. Brown,Minnesota Golden Gophers,CF,21,12,592,4,2.5,0,0.59,35.12,31.6,United States,United States,177,0,5.93,4.71,77.42,5.47,36.11,0,0,0,2.28,2.3,1.37,1,0.15,0,0,3.95,0.61,4,0.61,0.38,0,0,28,4.26,39.29,14.286,0,0.09,1.82,16.67,5.47,36.11,20.68,21.32,5.02,0.61,0.46,18.7,66.67,2.89,57.89,6.54,81.4,4.86,65.63,0.91,33.33,15.27,13.48,0.61,0,0,0.3,0,0.3,0.91,66.67,0.91,33.33,0,0,0.3,0.3,1.06,85.71,Big10 2022,Power 5,2022
T. Brennan,Michigan Wolverines,LB,,14,591,0,0.12,2,0.41,21.62,46.48,United States,United States,165,0,12.34,11.88,56.41,0.91,33.33,0,0,0.15,5.63,7.71,1.22,0,0,0,0,2.13,0,0,0,0.02,0,0,5,0.76,20,0,0.3,0.06,2.13,35.71,1.98,53.85,6.4,35.71,0.61,0.91,1.07,39.9,74.05,17.36,69.3,5.33,91.43,10.51,76.81,3.2,38.1,17.38,14.39,0.46,0,0,0.15,100,0.46,5.33,68.57,1.52,50,0.15,100,0.15,0.61,9.9,61.54,Big10 2022,Power 5,2022
O. Hall,Purdue Boilermakers,"RB , LB",,10,585,0,0,0,0,24.77,53.42,United States,United States,170,0,14.62,14,67.03,2.15,35.71,0,0,0.31,5.23,4.62,1.23,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,1.38,55.56,4.92,37.5,0,0.92,0.77,31.69,79.61,15.54,72.28,2.77,94.44,8.77,84.21,2.77,38.89,15.45,16.48,0.15,0,0,0,0,0,3.85,72,0,0,0.15,0,0,0,7.38,54.17,Big10 2022,Power 5,2022
J. Blitchok,Indiana Hoosiers,CF,,14,582,1,1.09,0,0.2,32.94,43.66,United States,United States,175,0,6.34,5.1,60.61,9.74,41.27,0.46,0.33,0,2.78,1.98,1.86,0,0,0,0,3.56,0.15,1,0.15,0.17,0,0,11,1.7,45.45,9.091,0,0.03,0.62,0,4.02,65.38,13.14,37.65,2.63,0.62,0.93,23.2,54.67,5.72,35.14,4.95,78.13,6.19,47.5,1.08,28.57,15.9,13.93,0.31,0,0,0.77,20,0.15,2.63,35.29,1.24,37.5,0.93,16.67,0.62,0,1.7,72.73,Big10 2022,Power 5,2022
S. Foley,Illinois Fighting Illini,"RAMF , CF , RW",,13,580,3,2.02,0,0.08,22.81,36.73,United States,United States,168,0,6.36,5.9,47.37,2.02,46.15,0,0,0.16,3.57,4.11,0.78,0,0,0,0,4.03,0.47,3,0.47,0.31,1,0.16,11,1.71,63.64,27.273,0,0.01,0.93,33.33,4.5,55.17,11.48,35.14,3.1,1.24,0.62,25.29,68.1,9,51.72,5.28,85.29,7.14,78.26,1.24,50,14.89,15.2,0.31,0,0,0.31,50,0.16,3.1,45,1.24,50,0.62,50,0.78,0.31,4.03,69.23,Big10 2022,Power 5,2022
A. Boer,Wisconsin Badgers,"CF , AMF , RWF",,18,577,3,2.19,1,0.81,22.77,39.73,United States,United States,168,0,5.3,5.77,59.46,3.28,28.57,0,0,0,1.87,1.73,1.72,0,0,0,0,4.37,0.47,3,0.47,0.34,0,0,22,3.43,50,13.636,0.16,0.13,1.25,25,4.37,53.57,9.36,33.33,2.96,0.62,0.78,18.09,62.93,3.59,69.57,5.77,64.86,4.68,66.67,1.25,12.5,16.03,12.41,0.31,0,0,0.16,0,0.16,1.56,60,1.25,25,0.31,0,0.62,0.31,2.18,57.14,Big10 2022,Power 5,2022
G. Girman,Rutgers Scarlet Knights,"CF , RW",,16,569,1,3.17,0,1.68,29.58,32.62,United States,United States,157,0,6.49,5.69,55.56,3.16,10,0.79,0.72,0,2.53,2.32,3.64,1,0.16,0,0,3.48,0.16,1,0.16,0.5,0,0,16,2.53,37.5,6.25,0,0.27,0.63,25,6.17,38.46,16.29,31.07,5.54,0.47,0.63,23.88,69.54,4.11,57.69,4.9,80.65,6.96,65.91,0.79,20,13.8,5.47,1.9,0,0,0,0,0.95,1.11,57.14,1.74,54.55,0.16,0,1.9,0.32,2.69,64.71,Big10 2022,Power 5,2022
M. Popoola,Nebraska Cornhuskers,"RB , RCB",21,19,564,0,0.12,0,0.08,18.35,57.39,United States,United States,168,0,13.56,9.73,67.21,2.07,53.85,3.67,3.04,0.32,3.35,2.78,1.12,1,0.16,0,0,0.96,0,0,0,0.02,0,0,1,0.16,0,0,0,0.01,0.64,25,1.76,45.45,3.35,28.57,0.32,0.32,0.16,24.73,58.06,16.28,52.94,1.76,90.91,4.63,58.62,8.3,38.46,20.89,24.85,0.16,0,0,0,0,0.16,7.02,43.18,1.91,16.67,0.96,0,0.16,0.16,7.5,59.57,Big10 2022,Power 5,2022
A. Akeel,Indiana Hoosiers,CF,,14,564,1,2.35,0,0.55,37.98,34.87,United States,United States,0,0,10.69,9.73,59.02,6.22,25.64,0.16,0.14,0.32,4.79,4.29,3.19,1,0.16,0,0,3.67,0.16,1,0.16,0.38,0,0,12,1.91,50,8.333,0,0.09,1.44,22.22,5.11,40.63,17.07,27.1,3.03,0.32,2.07,24.26,67.11,5.9,56.76,5.27,90.91,7.34,71.74,1.6,40,19.2,11.96,0.96,0,0,0.32,100,0.64,1.91,58.33,0.96,83.33,0.48,66.67,0.8,0.32,2.39,73.33,Big10 2022,Power 5,2022
H. Skibo,Iowa Hawkeyes,"LB , CF , LW",18,14,543,0,0.14,0,0,24.03,53.1,United States,United States,165,0,11.6,11.27,70.59,2.98,50,0,0,0.17,3.65,3.03,1.66,2,0.33,0,0,2.32,0,0,0,0.02,0,0,3,0.5,66.67,0,0,0,3.15,15.79,2.65,56.25,7.46,35.56,1.16,0.5,0.66,25.52,59.09,11.27,51.47,3.65,95.45,6.46,58.97,3.31,40,20.14,18.55,0.17,0.17,0,0.17,0,0,4.48,51.85,2.82,23.53,0.17,0,0.17,0.5,5.47,51.52,Big10 2022,Power 5,2022
C. Welker,Iowa Hawkeyes,"RB , RWB",18,16,540,1,0.14,0,0.04,28.67,63.95,United States,United States,170,0,20.17,17.5,73.33,2,75,0.83,0.71,0.17,6.5,5.57,2.67,0,0,0,0,3.5,0.17,1,0.17,0.02,0,0,2,0.33,50,50,0,0.01,3.83,30.43,3.5,61.9,5.83,51.43,0.83,1.5,0.67,32.33,52.06,17.33,51.92,2,91.67,9.17,49.09,6.5,23.08,23.13,27.93,0.5,0.17,0,0,0,0,7.17,44.19,4.17,24,0.17,0,0.5,1.17,10.5,65.08,Big10 2022,Power 5,2022
P. Hunt,Purdue Boilermakers,"RCB , RB , LCB",,12,540,0,0,0,0,16.17,52.58,United States,United States,170,0,13.5,9.67,58.62,1.33,50,0,0,1.33,7.83,8.15,0.33,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0.17,100,0.67,75,2.5,40,0.17,0.83,0.67,31.17,67.91,13.83,53.01,2.33,92.86,10.67,78.13,6,33.33,18.86,26.84,0.17,0,0,0,0,0,3,22.22,0.17,100,0.5,0,0,0.17,7.17,32.56,Big10 2022,Power 5,2022
E. Wegener,Maryland College Park Terrapins,GK,22,6,538,0,0,0,0,0.5,66.67,United States,United States,170,0,4.01,0.17,100,0.33,50,0,0,0,3.85,4.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.39,62.79,12.38,62.16,0,0,2.01,66.67,11.21,55.22,35.99,40.09,0,0,0,0,0,0,1.17,28.57,0.17,0,0,0,0,0,6.19,67.57,Big10 2022,Power 5,2022
H. Johnson,Maryland College Park Terrapins,"RDMF , RCMF , LCMF",19,13,521,0,0.26,0,0.07,18.14,55.24,United States,United States,180,0,9.33,6.39,70.27,7.26,52.38,0.35,0.29,0.17,4.49,3.79,0.69,0,0,0,0,0.35,0,0,0,0.05,0,0,2,0.35,0,0,0,0.01,0.17,100,0.17,100,2.07,33.33,0.52,0,0.69,23.49,72.06,7.95,56.52,2.42,85.71,11.06,79.69,4.15,25,20.07,27.13,0.17,0,0,0,0,0.17,3.97,52.17,0.52,33.33,0.35,0,0,0.17,4.15,58.33,Big10 2022,Power 5,2022
I. Smith,Indiana Hoosiers,"AMF , LCMF , RCMF",,15,503,0,0.57,0,0.18,25.41,40.14,United States,United States,0,0,6.44,6.44,55.56,6.08,38.24,0,0,0.18,2.86,2.24,2.86,1,0.18,0,0,1.79,0,0,0,0.1,0,0,12,2.15,25,0,0,0.03,1.07,0,2.68,46.67,8.41,31.91,1.07,0.36,1.25,24.69,63.77,8.77,44.9,4.29,87.5,7.69,67.44,2.33,38.46,16.89,20.6,0.54,0,0,0.72,0,0,4.12,43.48,1.43,37.5,0.89,0,0.54,0,3.22,55.56,Big10 2022,Power 5,2022
B. Woods,Iowa Hawkeyes,LCB,18,9,499,0,0.02,0,0,8.12,64.44,United States,United States,168,0,9.92,5.59,74.19,0.36,50,0,0,0.54,5.77,5.33,0.36,1,0.18,0,0,0,0,0,0,0,0,0,1,0.18,0,0,0,0,0.54,0,0,0,1.44,25,0,0.18,0.18,29.4,78.53,15.33,71.76,2.34,92.31,9.56,88.68,5.59,61.29,21.14,28.74,0,0,0,0,0,0,3.79,66.67,0.54,0,0,0,0,0,7.94,52.27,Big10 2022,Power 5,2022
J. Levy,Indiana Hoosiers,CF,,15,498,0,1.07,0,0.07,29.64,35.98,United States,United States,170,0,6.51,5.42,63.33,7.23,37.5,0,0,0.18,3.07,2.54,1.27,0,0,0,0,2.71,0,0,0,0.19,0,0,4,0.72,0,0,0,0.01,2.89,18.75,4.7,42.31,12.65,27.14,2.89,1.27,1.08,21.69,55.83,6.14,52.94,4.52,72,6.14,50,1.08,16.67,17.3,8.45,0.36,0,0,0.54,33.33,0.18,1.99,36.36,1.45,37.5,0.54,33.33,0.18,0.54,2.17,66.67,Big10 2022,Power 5,2022
D. Olive,Penn State Nittany Lion,"LDMF , DMF",21,13,497,0,0.08,0,0,19.01,45.71,United States,United States,163,0,8.51,6.34,71.43,2.72,46.67,0,0,0.18,3.98,3.84,0.72,0,0,0,0,0.91,0,0,0,0.01,0,0,3,0.54,66.67,0,0,0,0.36,0,1.09,33.33,7.06,25.64,0.36,0.54,0.54,36.22,77,11.05,55.74,6.52,100,14.85,84.15,4.71,46.15,17.3,23.1,0,0,0,0.36,50,0,5.79,65.63,1.27,28.57,1.09,16.67,0.18,0,4.35,62.5,Big10 2022,Power 5,2022
A. Bundy,Iowa Hawkeyes,"AMF , LCMF , RCMF",20,14,494,1,0.1,1,1,25.14,55.8,United States,United States,168,0,10.57,9.66,62.26,4.92,55.56,0.36,0.29,0.18,4.19,3.37,1.46,1,0.18,0,0,2.37,0.18,1,0.18,0.02,0,0,6,1.09,33.33,16.667,0.18,0.18,1.64,66.67,2,45.45,5.65,45.16,0.73,1.09,1.28,28.6,66.88,11.11,57.38,2.73,86.67,9.66,75.47,2.55,21.43,17.85,24.33,1.82,0,0,0.18,0,0.55,6.19,52.94,2.19,83.33,0.18,0,0.55,1.09,5.47,63.33,Big10 2022,Power 5,2022
V. Jones,Michigan Wolverines,"DMF , LDMF , RDMF",18,17,493,0,0.25,1,0.01,13.69,53.33,United States,United States,180,0,10.04,5.48,76.67,1.64,55.56,0,0,0.37,5.84,6.36,0.73,1,0.18,0,0,0.55,0,0,0,0.04,0,0,3,0.55,0,0,0.18,0,0,0,1.28,42.86,3.1,29.41,0.37,0.73,0.37,44.73,87.76,12.96,78.87,5.48,93.33,20.99,93.91,3.1,58.82,17.56,18.3,0.18,0,0,0.18,0,0.18,5.84,81.25,0.18,0,0,0,0,0,7.3,77.5,Big10 2022,Power 5,2022
R. Wasserman,Penn State Nittany Lion,"LAMF , LW , LB",22,17,491,1,1.56,0,0.77,24.56,50,United States,United States,168,0,8.8,7.7,64.29,1.83,60,0.18,0.15,0,3.67,3.08,0.73,0,0,0,0,4.77,0.18,1,0.18,0.29,0,0,8,1.47,50,12.5,0,0.14,2.2,66.67,4.58,56,12.46,38.24,2.93,1.28,1.28,30.24,71.52,8.62,46.81,7.52,95.12,8.07,79.55,2.57,28.57,16.76,11.92,1.47,0,0.18,0.18,0,0.37,3.3,38.89,1.47,50,0.37,0,0.37,1.47,4.4,75,Big10 2022,Power 5,2022
C. Vanloon,Minnesota Golden Gophers,"CF , LW , LWF",,16,487,2,1.12,1,1.05,26.43,43.36,United States,United States,0,0,8.32,7.39,67.5,3.7,45,0.37,0.31,0,2.96,2.5,1.11,0,0,0,0,4.99,0.37,2,0.37,0.21,0,0,17,3.14,41.18,11.765,0.18,0.19,3.33,27.78,5.36,48.28,12.38,28.36,3.88,2.77,0.18,26.61,65.97,6.84,67.57,7.76,78.57,5.91,53.13,1.11,50,17.31,8.46,1.66,0.18,0,0.37,50,0.37,2.03,81.82,2.96,37.5,0.37,50,1.11,1.11,5.91,71.88,Big10 2022,Power 5,2022
K. Macbean,Penn State Nittany Lion,CF,21,13,485,2,2.79,0,0.44,29.32,36.08,United States,United States,175,0,5.2,5.01,55.56,5.01,44.44,0.19,0.17,0.19,2.23,2.08,1.48,1,0.19,0,0,2.97,0.37,2,0.37,0.52,0,0,10,1.86,40,20,0,0.08,1.11,16.67,5.2,35.71,15.59,26.19,3.15,2.04,0.74,25.61,65.94,6.68,58.33,4.45,75,8.54,69.57,2.23,50,15.18,12.4,0.74,0.19,0,0.56,33.33,0.19,3.34,44.44,2.41,53.85,0.93,60,1.3,0.19,3.9,76.19,Big10 2022,Power 5,2022
R. Fitzpatrick,Northwestern Wildcats,GK,,10,481,0,0,0,0,0.37,100,United States,United States,178,0,2.43,0,0,0.37,100,0,0,0,2.43,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.32,91.54,7.11,76.32,0,0,15.16,98.77,5.8,70.97,26.3,32.36,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,3.18,41.18,Big10 2022,Power 5,2022
J. Lang,Michigan Wolverines,"RCMF , AMF , LCMF",,17,476,3,1.53,0,0.2,21.93,44.83,United States,United States,170,0,7.56,3.97,80.95,2.65,50,0,0,0,4.35,4.23,0.19,0,0,0,0,3.59,0.57,3,0.57,0.29,1,0.19,21,3.97,19.05,14.286,0,0.04,1.7,22.22,5.29,46.43,11.34,38.33,2.65,1.32,1.13,38.57,72.55,13.99,55.41,5.67,93.33,13.61,81.94,5.29,39.29,21.24,31.31,0.57,0,0,0,0,0.38,8.32,45.45,1.89,30,0.38,0,0.38,0.38,6.43,67.65,Big10 2022,Power 5,2022
A. Lynch,Illinois Fighting Illini,"LWB , LW , CF",19,16,475,0,0.6,0,0.06,24.82,43.51,United States,United States,160,0,8.72,9.85,51.92,1.52,50,0,0,0.19,3.6,3.11,0.76,1,0.19,0,0,5.31,0,0,0,0.11,0,0,8,1.52,62.5,0,0,0.01,3.6,26.32,3.98,80.95,9.85,42.31,1.89,2.46,1.14,25.77,55.88,8.34,40.91,4.17,81.82,8.15,55.81,3.03,31.25,17.44,16.36,0.57,0,0,0.38,50,0,3.03,43.75,2.46,38.46,0.19,0,0.38,1.14,6.25,54.55,Big10 2022,Power 5,2022
O. Smith,Indiana Hoosiers,"AMF , RAMF , LCMF",,12,475,1,0.36,0,0.48,19.33,44.12,United States,United States,0,0,8.53,7.39,61.54,4.17,27.27,0,0,0.38,3.98,3.54,1.33,0,0,0,0,1.14,0.19,1,0.19,0.07,0,0,3,0.57,33.33,33.333,0,0.09,0.95,20,1.14,66.67,5.31,28.57,0.95,0.19,0.95,33.54,78.53,8.53,57.78,7.77,100,11.56,77.05,1.89,20,17.09,19.91,1.33,0,0,0,0,0.38,6.44,52.94,1.52,50,0.38,0,0.57,0.19,4.36,60.87,Big10 2022,Power 5,2022
A. Morales,Maryland College Park Terrapins,"RW , LAMF , LW",,14,468,2,0.49,0,0.06,19.23,54,United States,United States,163,0,9.42,7.88,73.17,1.92,20,0,0,0.19,3.65,3.43,0.19,0,0,0,0,2.12,0.38,2,0.38,0.09,0,0,8,1.54,50,25,0,0.01,1.15,0,2.12,63.64,6.73,40,2.31,0.96,0.58,24.81,58.91,8.46,45.45,7.5,84.62,4.23,50,1.54,25,15.83,13.68,0.38,0,0,0.58,0,0,2.88,33.33,0.96,0,0.77,25,0,0.19,4.04,33.33,Big10 2022,Power 5,2022
